#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#East Slavic Tribes
d_ulichi;Ulichi;;;;;;;;;;;;;x
d_ulichi_adj;Ulichian;;;;;;;;;;;;;x
d_polianians;Polianians;;;;;;;;;;;;;x
d_polianians_adj;Polianians;;;;;;;;;;;;;x
d_slovenians;Ilmen Slavs;;;;;;;;;;;;;x
d_slovenians_adj;Ilmen Slavic;;;;;;;;;;;;;x
d_volhyniani;Volhyniani;;;;;;;;;;;;;x
d_volhyniani_adj;Volhynians;;;;;;;;;;;;;x
#Duchies
d_bessarabia;Bessarabia;;;;;;;;;;;;;x
d_bessarabia_desc;Bessarabian;;;;;;;;;;;;;x
d_lower_dniepr;Lower Dnieper;;;;;;;;;;;;;x
d_lower_dniepr_adj;Lower Dnieperian;;;;;;;;;;;;;x
#Kingdoms
k_kiev;Kiev;;;;;;;;;;;;;x
k_kiev_adj;Kievan;;;;;;;;;;;;;x
k_novgorod;Novgorod;;;;;;;;;;;;;x
k_novgorod_adj;Novgorodian;;;;;;;;;;;;;x
k_muscovy;Muscovy;;;;;;;;;;;;;x
k_muscovy_adj;Muscovy;;;;;;;;;;;;;x
k_galicia_volhynia;Galicia-Volhynia;;;;;;;;;;;;;x
k_galicia_volhynia;Galicia-Volhynian;;;;;;;;;;;;;x
k_crimea;Crimea;;;;;;;;;;;;;x
k_crimea_adj;Crimean;;;;;;;;;;;;;x
k_carpathian_rus;Carpathian Rus;;;;;;;;;;;;;x
k_carpathian_rus_adj;Carpathian;;;;;;;;;;;;;x
#Empires
e_rus;Rus;;;;;;;;;;;;;x
e_rus_adj;Ruthenian;;;;;;;;;;;;;x
e_siberia;Siberia;;;;;;;;;;;;;x
e_siberia_adj;Siberian;;;;;;;;;;;;;x
e_commonwealth;Commonwealth;;;;;;;;;;;;;x
e_commonwealth_adj;Commonwealthian;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
